Price,Close,Close,Close,Close,Close,High,High,High,High,High,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume
Ticker,AMZN,GOOGL,META,MSFT,NFLX,AMZN,GOOGL,META,MSFT,NFLX,AMZN,GOOGL,META,MSFT,NFLX,AMZN,GOOGL,META,MSFT,NFLX,AMZN,GOOGL,META,MSFT,NFLX
Date,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-12,83.83049774169922,55.31304931640625,153.88218688964844,133.1052703857422,315.25,88.25,59.15468318742386,165.96603270824437,146.89821923788367,335.7200012207031,83.75,55.1597827507668,153.75267672252585,132.64582868992906,307.32000732421875,86.0989990234375,55.863916764377194,158.93288579801953,139.07807085286538,326.5,226924000,94326000,43266300,93226400,12071600
2020-03-13,89.25,60.42461395263672,169.6320037841797,152.02870178222656,336.29998779296875,89.31549835205078,60.431083267311,170.14005752351306,154.97681406872138,336.4200134277344,84.03099822998047,55.34987319346634,157.00026440796933,134.7037606599893,307.3900146484375,87.75,58.46995836028194,162.9076906895614,141.18386485149557,330.510009765625,176194000,79400000,35028600,92727400,9458200
2020-03-16,84.4574966430664,53.39472198486328,145.45437622070312,129.62115478515625,298.8399963378906,87.97250366210938,57.0009775285844,158.5244604412561,142.95466341800056,334.3500061035156,81.30149841308594,53.100128996168905,142.5554613248833,129.2191414311284,294.75,82.07550048828125,54.22126801964199,151.74037726739235,134.00503555820723,306.6300048828125,178346000,96520000,39120400,87905900,10559900
2020-03-17,90.39199829101562,55.63700485229492,148.8513946533203,140.293701171875,319.75,92.88899993896484,56.03211522774084,153.35419848172117,141.18387042907835,322.8999938964844,84.46199798583984,52.20541290761247,139.4672433866751,129.21913564695305,290.25,88.77349853515625,54.27252988977044,150.16637881588466,134.00502955980318,306.19000244140625,218342000,83194000,34255600,81059800,10013900
2020-03-18,91.5,54.299896240234375,146.40077209472656,134.38790893554688,315.4700012207031,92.08300018310547,54.98661171058381,147.6161155800919,139.74811650672834,331.5799865722656,87.25,51.60328544362562,136.57829226168954,129.23829649182758,300.0,87.5,52.7448309388167,139.2182019974518,132.09068546526376,302.3999938964844,192904000,93044000,37553100,81593200,12593600
2020-03-19,94.04650115966797,55.319026947021484,152.5472869873047,136.59893798828125,332.0299987792969,97.25,57.356287956222936,159.32139824105937,143.72033312513102,348.510009765625,91.63249969482422,52.526378474661975,144.24898398065923,133.04779964337354,316.82000732421875,93.0,54.15210523524961,146.06205028423696,136.6563663563019,324.3299865722656,207998000,74064000,39862300,85922700,10616000
2020-03-20,92.30449676513672,53.15636444091797,149.1602325439453,131.46847534179688,332.8299865722656,97.8499984741211,56.653146895914205,158.66393877273035,140.8009658960125,350.489990234375,91.0364990234375,52.85231802516064,147.43681991866666,130.0422740914704,332.0,96.31549835205078,56.27594862476808,155.42630590289477,139.7480636836393,342.30999755859375,196358000,82878000,32568400,84866200,10853800
2020-03-23,95.1415023803711,52.455711364746094,147.53643798828125,130.15716552734375,360.2699890136719,95.97000122070312,53.09167079517627,151.73040907298997,134.55062719768026,366.1099853515625,90.5999984741211,50.20347875276499,141.70869303789186,126.84533515014516,340.8800048828125,91.38749694824219,52.5671779570536,149.09049925485857,131.14305849558977,347.8900146484375,156170000,83672000,29830800,78975200,13449400
2020-03-24,97.00499725341797,56.231658935546875,160.36741638183594,141.9878692626953,357.32000732421875,97.75,56.39686943848624,160.6961624524787,143.19392363972096,372.92999267578125,95.01699829101562,54.06302620724,151.98943062064637,135.2206241915283,353.0299987792969,97.57499694824219,54.93635331479006,154.6193839850638,137.59442301738088,369.989990234375,142942000,72468000,30440400,82516700,11638700
2020-03-25,94.29199981689453,54.818912506103516,155.61557006835938,140.628662109375,342.3900146484375,97.51300048828125,57.03581063497772,162.36976845358615,147.72135823117682,362.0,94.28900146484375,53.892840020620554,152.4775478588327,138.25486354180532,339.1700134277344,96.03450012207031,55.961448858891174,158.31524900720504,142.53345256391995,361.0199890136719,129582000,90324000,35184300,75638200,8767200
2020-03-26,97.77449798583984,57.86933135986328,162.7184295654297,149.42514038085938,362.989990234375,97.82450103759766,58.29529626026029,163.37592167889656,149.95159149159855,363.8399963378906,94.4645004272461,54.3416982421875,156.4224873173023,142.01657332658462,341.7300109863281,95.0999984741211,55.47079870126762,157.64780247369134,142.04528751395355,344.0,124426000,76562000,26556800,64568100,7229600
2020-03-27,95.00499725341797,55.24885940551758,156.193359375,143.28968811035156,357.1199951171875,96.989501953125,57.27865627332936,159.48080490515676,148.25744927455642,368.55999755859375,94.99600219726562,54.93734899052884,154.1611288876752,142.81109862794864,353.0,96.54299926757812,56.10526532209489,157.59799754163353,145.25190790928184,359.0899963378906,107758000,62794000,24879900,57042300,7948800
2020-03-30,98.19750213623047,57.04277801513672,165.31849670410156,153.36874389648438,370.9599914550781,98.68150329589844,57.27616309094643,166.11545545256448,153.72290995842877,377.79998779296875,95.61699676513672,54.66315609776698,157.45852163884277,143.58637610247226,361.1700134277344,96.1415023803711,56.362531875234545,158.57425476625656,145.91232801235856,363.0,122522000,58736000,22515200,63420300,8622000
2020-03-31,97.48600006103516,57.8210563659668,166.16526794433594,150.95664978027344,375.5,99.6510009765625,58.39083058698721,170.27954144509982,157.72389517204311,383.010009765625,97.20050048828125,56.565557615189896,163.57515581637918,149.8558855807532,366.44000244140625,98.21749877929688,57.16320227975935,164.85028373148052,152.5742694137717,367.92999267578125,102472000,65228000,23676300,77927200,9366500
2020-04-01,95.38500213623047,54.842796325683594,158.99266052246094,145.59645080566406,364.0799865722656,97.24800109863281,56.20229768361806,163.5253336858919,150.99493802138917,380.2300109863281,94.6500015258789,54.41434472078375,157.43858421419338,144.36169672460142,361.0199890136719,96.64849853515625,55.932587259759686,161.00496262288522,146.4483392537087,376.04998779296875,82438000,51970000,19507600,57969900,6672500
2020-04-02,95.94149780273438,55.585750579833984,157.5880126953125,148.61155700683594,370.0799865722656,96.37650299072266,55.87138374005283,160.73599100959427,148.82213748544504,370.989990234375,94.5,54.3964368955584,155.32664689098812,143.92138730411529,360.05999755859375,95.08200073242188,54.73830070289628,158.49455335176384,145.35715532805682,364.0799865722656,86720000,56410000,20886300,49630700,4592500
2020-04-03,95.32949829101562,54.37503433227539,153.59329223632812,147.24281311035156,361.760009765625,96.31649780273438,55.6733278436525,157.30910942846245,150.64080069189777,370.8999938964844,94.4574966430664,53.49822958250269,150.25604909684304,145.67304049930848,357.510009765625,95.55750274658203,55.47029994298398,156.55199172461369,148.45843424740835,367.4700012207031,72198000,51374000,25983300,41243300,4860800
2020-04-06,99.87950134277344,58.87800979614258,164.92002868652344,158.1929473876953,379.9599914550781,99.9260025024414,59.25420957181764,165.56754913399064,159.37027324467843,380.2900085449219,96.5009994506836,55.98235353914818,157.90680978118223,150.83223993821088,361.7099914550781,96.80000305175781,56.3804517940451,159.5405684124167,153.45491515825577,365.2200012207031,115464000,63320000,28453600,67111700,8183900
2020-04-07,100.58000183105469,58.846656799316406,168.18753051757812,156.48916625976562,372.2799987792969,101.78600311279297,60.748567018759054,172.73017530954777,162.7203949496014,381.3299865722656,99.88099670410156,58.58242097642709,165.37825454317846,156.26900462130646,369.3399963378906,100.85549926757812,60.560960685506046,171.13625792256207,162.32794813884126,380.0,102280000,61620000,31411900,62769000,7046400
2020-04-08,102.1500015258789,60.06283950805664,173.61679077148438,158.0589141845703,371.1199951171875,102.19999694824219,60.45596046414816,174.3340520875596,159.532962870213,378.3900146484375,100.55750274658203,58.91582321231339,167.10168488464456,156.4987083208587,368.30999755859375,101.05000305175781,59.86876766596092,170.59832239996905,158.5757842260487,374.010009765625,79546000,40334000,21664200,48318200,6908900
2020-04-09,102.13800048828125,60.04144287109375,174.52333068847656,158.06846618652344,370.7200012207031,102.6500015258789,60.80877419619722,176.40613783434068,160.2029702773397,372.1000061035156,100.88300323486328,59.33730885263395,170.91711117752652,156.33597533666455,363.0299987792969,102.21499633789062,60.6191822762662,175.23062032700508,159.23622519351733,371.05999755859375,92930000,54028000,23534300,51385100,7711300
2020-04-13,108.44349670410156,60.2325325012207,174.1248321533203,158.42263793945312,396.7200012207031,109.0,60.43705624337838,174.33403968926507,158.48008092873175,400.510009765625,101.9000015258789,58.83521365989364,168.80515710468973,155.35010255817997,367.70001220703125,102.0,59.78915284931368,173.00909916354004,157.31232177165464,371.30999755859375,134334000,38702000,19355400,41905300,11692900
2020-04-14,114.16600036621094,62.96049499511719,177.4919891357422,166.26190185546875,413.54998779296875,114.5999984741211,63.483989395188374,180.54034216378855,166.30976370135184,417.82000732421875,109.31050109863281,61.134720622102805,175.94788447362004,160.80598734864523,394.8500061035156,110.02349853515625,61.70350402475182,178.29890432543408,161.7631658447681,397.5,161744000,63358000,21011800,52874300,11581000
2020-04-15,115.38400268554688,62.565879821777344,176.29653930664062,164.51988220214844,426.75,116.66850280761719,63.452141797794475,177.51189779495076,166.13751656730375,434.9800109863281,112.25,61.406422169235654,172.16233827230008,161.99293097885268,412.25,112.88400268554688,62.02894566560732,174.52331433859234,163.8689930811695,413.0,137332000,42236000,17423000,40940800,13561200
2020-04-16,120.40950012207031,62.57234573364258,175.57928466796875,169.45892333984375,439.1700134277344,123.05000305175781,63.365057016813374,177.37243784940307,169.68865150302491,449.5199890136719,116.75,61.61542243153011,171.85351167991757,165.49620380864962,431.6099853515625,117.30000305175781,63.0555359831681,177.27281231682034,166.83626285245634,437.0,240764000,57896000,23593200,50479600,16128700
2020-04-17,118.75,63.64570999145508,178.5579376220703,170.95211791992188,422.9599914550781,120.0,64.19309218879452,179.59397338764472,172.29216222843243,432.0,115.8010025024414,62.99880134225195,175.9877535565947,168.33900961024494,414.70001220703125,118.61650085449219,63.78006595578862,178.5180813229765,171.813572888909,431.0,158600000,51050000,20974800,52765600,12616300
2020-04-20,119.68049621582031,62.7574577331543,177.56173706054688,167.56369018554688,437.489990234375,122.2490005493164,63.53723033913038,179.81313146143222,171.0956816998776,444.489990234375,119.30249786376953,62.52307795892024,176.09732973231,167.49669527562645,430.55999755859375,119.49749755859375,63.19237866612476,176.73489369012768,169.0664676591749,435.1700134277344,115414000,35292000,16110700,36669600,12655800
2020-04-21,116.40599822998047,60.31961441040039,170.15003967285156,160.6337432861328,433.8299865722656,121.41549682617188,62.202610123197196,174.7126127368552,166.23323015638763,447.0,113.98300170898438,59.9633161587621,167.69939428361732,158.99696121305,425.6000061035156,120.83049774169922,61.83984635367317,174.5831025754209,166.07051152310385,444.7699890136719,149534000,49648000,24850500,56203700,23177600
2020-04-22,118.17449951171875,62.62111282348633,181.58636474609375,166.0896453857422,421.4200134277344,119.69999694824219,63.689502669146925,184.07685144186607,166.54908705362305,433.0,117.55000305175781,61.56565781052298,177.46211938592376,163.5052659215048,413.0,118.44999694824219,61.76022700362581,177.77093730408362,164.0508501636032,429.7300109863281,84244000,46296000,33242000,34620200,21084800
2020-04-23,119.97250366210938,63.256072998046875,184.42552185058594,164.07955932617188,426.70001220703125,121.21099853515625,64.10103609301092,186.33821376934893,167.56368896204097,438.4100036621094,119.10399627685547,62.72660667994224,182.4530454837506,163.59140348184656,419.260009765625,119.9990005493164,62.98586521952871,183.37951441982008,166.65437218282156,419.260009765625,101332000,34202000,21426600,32790800,13952300
2020-04-24,120.51100158691406,63.526283264160156,189.3467254638672,167.07559204101562,424.989990234375,121.02149963378906,63.581519212126466,189.68542799855737,167.08515857276916,427.1700134277344,119.0999984741211,61.904038134854936,180.1418813749501,163.40002830356804,415.8800048828125,120.8499984741211,62.45142034269284,182.53274246781797,164.69221114910923,425.0,76498000,37402000,28792000,34277600,8658900
2020-04-27,118.80000305175781,63.24064636230469,186.78648376464844,166.5969696044922,421.3800048828125,122.24400329589844,64.39711983752524,193.01269989013673,169.3249203646585,429.0,118.1500015258789,62.95202534102773,186.69682990061492,165.879085519387,420.8399963378906,122.16000366210938,64.29261611187121,191.92685144602507,169.02819727967727,425.0,112912000,44186000,29197800,33194400,6277500
2020-04-28,115.7040023803711,61.33625411987305,182.21395874023438,162.5384979248047,403.8299865722656,118.67500305175781,63.93233991292163,188.48001611363534,168.14756518079076,421.0,115.30000305175781,61.22627956997814,181.86528454840263,162.13648466002041,402.9100036621094,118.6050033569336,63.854715732055425,187.94207771557387,168.07098913910997,419.989990234375,105388000,80700000,21731000,34392700,10101200
2020-04-29,118.635498046875,66.78968048095703,193.45103454589844,169.83221435546875,411.8900146484375,119.59449768066406,67.6839037451793,196.16068511233217,170.07150903698547,415.8599853515625,115.5,66.02085713189535,189.27697668066693,164.5198841101079,393.6000061035156,116.50050354003906,66.93000841508254,190.2034303754408,165.8025000977444,399.5299987792969,91832000,108358000,45954500,51286600,9693100
2020-04-30,123.69999694824219,67.01460266113281,203.93101501464844,171.53602600097656,419.8500061035156,123.75,67.17881846187733,208.89206015254038,172.67505654977936,424.44000244140625,119.80049896240234,65.76059592377868,200.8029643982884,168.68362254757932,408.0,120.99199676513672,66.2512539359075,206.13259669520463,172.29219085669826,410.30999755859375,190692000,55842000,46230100,53875900,7954000
2020-05-01,114.302001953125,65.55259704589844,201.5002899169922,167.09469604492188,415.2699890136719,118.12200164794922,67.24998736729863,206.4912194877957,170.99040583781405,427.9700012207031,112.90950012207031,65.17142379081537,198.29254202654985,166.55866369356815,411.7300109863281,116.83999633789062,65.88948738417584,200.83284134609838,168.27202178019542,415.1000061035156,195452000,48872000,30415600,39370500,8299900
2020-05-04,115.79949951171875,65.83026885986328,204.47889709472656,171.18182373046875,428.1499938964844,116.3489990234375,65.90840178406958,205.12643270190188,171.3349758174979,428.5400085449219,112.81900024414062,64.49216850017636,198.0036322273125,166.35764983214517,414.8699951171875,112.81900024414062,65.09528785583291,199.43815487620915,167.01810542774493,417.7799987792969,97318000,30806000,19250700,30372900,7799100
2020-05-05,115.88999938964844,67.13005065917969,206.28201293945312,173.0196075439453,424.67999267578125,117.55000305175781,68.2243215628969,209.5794144706286,175.78585325867564,431.0,115.35649871826172,66.43388558474965,205.71417474912568,172.19643332059715,421.55999755859375,117.0,66.55679496980919,206.23220017176646,172.8856031171392,427.55999755859375,64850000,39666000,21071200,36839200,6286300
2020-05-06,117.56300354003906,66.95140075683594,207.67669677734375,174.72335815429688,434.260009765625,117.87249755859375,68.1088688429485,210.79479084916795,176.31227798041704,439.7699890136719,116.0,66.936472738984,205.87358692008493,173.8523368134537,426.3900146484375,116.47200012207031,67.57691203996187,207.32802257479946,174.28306422031196,429.29998779296875,62356000,31732000,21857000,32139300,6660700
2020-05-07,118.38050079345703,68.13822937011719,210.45608520507812,175.73802185058594,436.5299987792969,118.80000305175781,68.47263673969645,210.79480295298197,176.64733872911614,438.8800048828125,117.15550231933594,67.30521401409817,208.24453177230288,174.76169544991922,430.6600036621094,118.73899841308594,67.74162698307182,210.3564748562914,176.2836061355487,436.8900146484375,67928000,30652000,15152000,28316000,5641900
2020-05-08,118.98049926757812,68.88764953613281,211.5419158935547,176.7717742919922,435.54998779296875,119.36199951171875,69.49972107273517,212.39864380292292,177.07807851947766,442.0,117.8499984741211,68.2740821604466,210.04762408889306,175.50830586708815,433.6400146484375,118.60700225830078,68.76224962511807,211.43233388651728,177.05893085391247,434.1400146484375,64132000,33326000,12506000,30877800,5049300
2020-05-11,120.44999694824219,69.84556579589844,212.36875915527344,178.74359130859375,440.5199890136719,120.9834976196289,70.43972524742269,214.18184063748214,179.48060853855688,444.8900146484375,118.60549926757812,68.44775348367992,209.56945473998766,175.02016600795858,435.55999755859375,118.73500061035156,68.51194548372064,210.08748019215062,175.30730799085808,436.3299865722656,65184000,32718000,12911900,30892700,5486000
2020-05-12,117.84750366210938,68.43183898925781,209.3004913330078,174.69468688964844,431.82000732421875,120.94999694824219,70.38002162525305,214.46077205955015,179.0307054211164,444.1700134277344,117.75,68.39849771813944,209.20086579281718,174.4936875329091,431.3599853515625,120.59249877929688,70.0759789975778,212.47833933525308,178.80099187055717,442.0,61498000,33918000,14704600,32038200,4598200
2020-05-13,118.39600372314453,67.09571838378906,204.31951904296875,172.05288696289062,438.2699890136719,120.38500213623047,68.93692187825766,209.97789708854268,176.16875866805987,447.0,116.88999938964844,66.0845538197152,201.34089170938017,168.9803366302558,427.2699890136719,118.33999633789062,68.48059978522438,208.63302829494464,174.7329904875629,435.69000244140625,95658000,40368000,20684600,44711500,7014600
2020-05-14,119.44249725341797,67.52018737792969,206.0229949951172,172.79945373535156,441.95001220703125,119.56849670410156,67.54556349090912,206.14253347836075,172.9526058186347,452.3800048828125,117.6604995727539,65.85017034843136,199.92628913813252,168.15713162286323,432.82000732421875,118.05049896240234,66.358740454696,201.7891681053839,169.93748442621697,444.8999938964844,72962000,36660000,17178900,41873900,9007500
2020-05-15,120.48899841308594,68.32633209228516,210.07752990722656,175.31686401367188,454.19000244140625,120.55000305175781,68.40196688173432,210.53577092782473,179.04985531053515,455.0,117.81849670410156,66.63143246758034,203.34324443288583,169.42063938623613,437.510009765625,118.4260025024414,67.09223444201076,204.48887738582886,171.3924252817787,440.70001220703125,84700000,41544000,19383200,46610400,7244000
2020-05-18,121.31300354003906,68.92945861816406,212.3787384033203,176.9918975830078,452.5799865722656,121.6500015258789,69.30665309609445,213.82321759572983,178.22665154471989,456.3599853515625,119.20050048828125,67.38782539389712,210.13730045625334,176.08258083844325,443.3500061035156,120.21749877929688,67.75507292025956,211.34268746204842,177.79592409786156,451.1600036621094,87144000,47094000,20151900,35264500,7773500
2020-05-19,122.46649932861328,68.39302062988281,216.0546875,175.7667236328125,451.0400085449219,124.25,69.29321213831301,219.650950577206,178.60954544769828,458.9700012207031,121.44850158691406,68.36117519922374,212.02009637116643,175.6327192033904,450.4700012207031,121.49150085449219,68.9443854610412,212.458424422794,177.10676792703353,453.3999938964844,86410000,31586000,31843200,26799100,4810500
2020-05-20,124.89700317382812,70.12274932861328,229.09486389160156,178.20477294921875,447.6700134277344,125.00050354003906,70.2655678074449,230.45964557285666,178.38714578807864,455.80999755859375,123.3635025024414,69.04092345953289,222.34066599934008,176.55383887100115,444.0,123.89350128173828,69.12750749452235,222.64948388043672,177.38889908465646,454.25,79962000,38262000,50162900,31261300,5607300
2020-05-21,122.33699798583984,70.00282287597656,230.5094757080078,176.06427001953125,436.25,126.27249908447266,70.48600931605345,236.2973640982965,179.17417147943857,448.9599914550781,122.12699890136719,69.38775960567644,230.32019629546915,175.92989237505736,430.25,125.0,70.21381213676726,233.82680566266384,177.9551648606696,448.55999755859375,102288000,30894000,47782600,29119500,9117300
2020-05-22,121.84400177001953,70.32577514648438,234.0160675048828,176.14109802246094,429.32000732421875,123.49250030517578,70.51287652573794,235.09195945269883,177.0529622167296,439.0899963378906,121.50650024414062,69.46538670908407,227.8695488998865,175.21004747909987,427.17999267578125,122.75050354003906,69.86099439385703,230.62899688382,175.83395533023466,437.0,57342000,28544000,33925600,20826900,5422300
2020-05-26,121.09300231933594,70.7303466796875,231.31639099121094,174.27896118164062,414.7699890136719,123.0999984741211,71.91170290141652,239.9832812674865,179.01098721848516,428.5,120.7030029296875,70.6323198462769,230.78840905121103,173.82783312527624,413.1400146484375,122.9000015258789,71.75495108507815,238.8575916674781,178.85740859375179,427.7699890136719,71364000,44590000,33178300,36073600,7881100
2020-05-27,120.51950073242188,70.67610168457031,228.26803588867188,174.50933837890625,419.8900146484375,120.67900085449219,70.92839736595668,229.68263043285472,174.68211801691652,420.0199890136719,116.5,69.39821460494831,220.28852241034073,169.50855638674753,397.8599853515625,120.24949645996094,70.66216836000463,228.19831016926022,172.963988040229,410.3800048828125,101138000,31684000,34697600,39517100,10446300
2020-05-28,120.05500030517578,70.5745849609375,224.60205078125,174.11578369140625,413.44000244140625,121.84850311279297,71.87934390822512,230.74856990124803,176.75535602471408,422.3699951171875,118.9114990234375,69.6211431898544,223.14759991491462,173.1367528620367,411.5,119.21649932861328,69.66692194094234,223.4464613478026,173.4822974624214,417.239990234375,63804000,35170000,29377200,33810200,5655100
2020-05-29,122.11849975585938,71.33495330810547,224.2334442138672,175.8915252685547,419.7300109863281,122.11849975585938,71.49468919080876,226.62432043132432,176.87057087435878,420.29998779296875,119.91000366210938,70.462127348285,222.0318626077638,173.1655700836778,411.8500061035156,120.7969970703125,70.68356469901353,224.34302623050968,175.39240196907681,417.4599914550781,70198000,37044000,23241500,42130400,5254900
2020-06-01,123.552001953125,71.4021224975586,231.02749633789062,175.4884033203125,425.9200134277344,123.84649658203125,71.73602869916792,231.55547826669735,175.65157515719272,426.7200012207031,122.20850372314453,70.77561651245831,222.64949599479002,174.1734208050576,415.9800109863281,122.4000015258789,70.94580806681581,223.73534447473415,175.21004016334763,418.8299865722656,58578000,25162000,18223800,22622400,3743700
2020-06-02,123.62049865722656,71.77236938476562,231.83441162109375,177.48483276367188,427.30999755859375,123.67649841308594,71.80670535216305,232.1133448967573,177.57121524522245,427.5899963378906,122.2655029296875,70.74229036284294,225.69784915504877,174.0677890190799,419.4599914550781,123.3499984741211,71.40860706939448,230.061186425494,176.85133194017425,425.8699951171875,50598000,23442000,20919000,30794600,3494800
2020-06-03,123.91999816894531,71.6200942993164,229.28414916992188,177.9167938232422,421.9700012207031,124.4000015258789,72.10577129725478,231.76466395635813,178.47350544307963,427.1000061035156,123.05850219726562,71.24040928446547,227.66034713328673,176.2082716243914,418.04998779296875,123.40049743652344,71.79177412864566,231.226725569156,177.39848418880933,426.95001220703125,53420000,27732000,15380300,27311000,4316000
2020-06-04,123.02999877929688,70.3785171508789,225.4288787841797,175.57472229003906,414.3299865722656,125.37699890136719,71.72309429138843,230.7485697234599,178.37746596340432,428.7099914550781,122.50050354003906,69.96599205492319,223.7552790824548,174.97962349487705,410.0299987792969,123.87149810791016,71.4971694316438,228.68643951877326,176.89931214617343,422.3900146484375,58974000,26982000,17041500,28761800,5410500
2020-06-05,124.1500015258789,71.65840911865234,229.89183044433594,179.6829071044922,419.6000061035156,124.43250274658203,71.97091804138051,230.469625132266,180.19162357339377,420.239990234375,121.85649871826172,70.04611456061043,224.4526012791481,174.70131126178967,404.25,122.22550201416016,70.44520752119047,225.84728282954856,175.2868170566097,407.2900085449219,66128000,42642000,16750400,39893600,5099600
2020-06-08,126.2030029296875,72.05750274658203,230.51942443847656,180.79629516601562,419.489990234375,126.5,72.10527089418974,230.6688627489616,180.97866794881153,420.79998779296875,124.36699676513672,70.88510641927735,226.5446177115813,177.03370680486475,406.5,125.01000213623047,70.97468213654459,228.1584480999013,178.4734734319101,416.0,79414000,33878000,15466500,33211600,5851500
2020-06-09,130.04299926757812,72.25852966308594,237.7617645263672,182.17849731445312,434.04998779296875,131.32150268554688,73.04079279119881,238.85758467204178,183.04235154531418,434.7300109863281,126.25,71.77484210279437,229.53320256218922,179.7404839717792,420.30999755859375,126.47200012207031,71.91816171630913,230.63897918165236,180.45077420666559,421.6499938964844,103520000,33624000,27462900,29783900,6797000
2020-06-10,132.37249755859375,72.88652801513672,235.8291473388672,188.93582153320312,434.4800109863281,136.11749267578125,73.28810385800969,240.29211016589525,190.54836819651172,439.69000244140625,131.31300354003906,72.37198974644225,234.38466818489687,183.33992534348977,430.54998779296875,132.25,72.72778683921254,240.0430615117375,183.45511666334082,436.0,98920000,31762000,20720700,43872300,4896900
2020-06-11,127.89800262451172,69.761474609375,223.57595825195312,178.7902374267578,425.55999755859375,133.56900024414062,72.23465106938366,232.00377168865037,187.89915227221888,445.57000732421875,126.8115005493164,69.58780540266814,222.6993172954699,178.59827145778436,424.1600036621094,130.1750030517578,71.70866238072514,229.06500050802484,185.3747712203923,428.20001220703125,116002000,47144000,26708200,52854700,7462900
2020-06-12,127.2509994506836,70.30985260009766,227.71017456054688,180.2012176513672,418.07000732421875,131.07400512695312,71.38421437179544,230.7784559017757,184.02139478658034,434.05999755859375,125.1675033569336,68.96030198853704,223.6456985708954,177.7440033475555,412.45001220703125,130.0605010986328,70.95376958003494,229.02514359208837,182.88877062323658,429.0,108722000,36676000,22091400,43373600,6461100
2020-06-15,128.63400268554688,70.69898986816406,231.61524963378906,181.35304260253906,425.5,129.1999969482422,70.91097380700297,232.8804210600343,183.1575551525556,426.489990234375,125.4000015258789,69.02996753030666,223.94455408391153,176.62100106852748,415.4200134277344,126.33000183105469,69.14392465309821,224.23344383599658,177.1681195252707,421.3999938964844,77302000,30468000,15340300,32770200,4467900
